datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,current_price,high_gap,scan_session,decision_session,decision_time,session_valid_at_decision,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,price_30s_positive,price_60s_positive,first75_price_30s_positive,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,shadow_group,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound,strategy_family,strategy_name,strategy_status,rule_version,grid_family,cost_model_version,entry_source_timestamp,entry_data_age_ms,condition_first_75,condition_history_available,condition_30s_pass,condition_60s_pass,condition_high_gap_60s_pass,opening_range_complete,opening_range_high,opening_range_low,breakout_seen_at,retest_seen_at,reclaim_seen_at,market_proxy_return_pct,relative_strength_pctp,market_data_status,opening_leader_episode_id,shared_entry_group_id,candidate_first_seen_time,first_rank,entry_rank,best_rank,top_n_dwell_sec,reference_high,reference_high_source,reference_high_cutoff_time,observation_span_sec,max_observation_gap_sec,range_complete,breakout_price,retest_price,pullback_low,reclaim_price,market_proxy_timestamp,market_proxy_age_sec,relative_strength_window,condition_entry_time_pass,condition_change_min_pass,condition_change_max_pass,condition_market_rank_pass,condition_actual_value_pass,condition_observation_pass,condition_excluded_stock_pass,condition_timestamp_pass,condition_direct_breakout_pass,condition_retest_sequence_pass,condition_relative_strength_pass,direct_60s_rise_pct,direct_breakout_excess_pct
2026-09-14 09:16:20.278,v2.1,382900,범한퓨얼셀,WIDE_HIGH_GAP_SHADOW,ENTER,HIGH_GAP_3P0_TO_4P5,53,33,0,16,4,26350.0,4.181818181818182,MAIN,MAIN,2026-09-14 09:16:20.276,True,595.4839735031128,39,-0.3780718336483932,15.756892204284668,-0.1893939393939394,30.78114151954651,-0.3780718336483932,61.75994610786438,-0.9398496240601504,124.36198782920837,-0.3780718336483932,186.8561589717865,0.19011406844106463,297.59735584259033,,,,,,,,,,,-0.1893939393939394,-0.3780718336483932,,,,,,20260914_382900_WIDE_E001,2026-09-14 09:16:20.276,26350.0,53.0,0.0,2026-09-14 09:16:14.045,,,,,,,2026-09-14 09:16:20.276,26350.0,,,,,,,,,,,,,,,,,,,,,1,1,False,,,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:16:20.309,v2.1,356680,엑스게이트,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,74,40,25,5,4,18290.0,0.48966267682263326,MAIN,MAIN,2026-09-14 09:16:20.273,True,595.4839735031128,39,0.6604292790313704,15.756892204284668,-0.2182214948172395,30.78114151954651,2.4649859943977592,61.75994610786438,0.882515168229454,124.36198782920837,0.49450549450549447,186.8561589717865,0.9381898454746136,297.59735584259033,,,,,,,,,,,-0.2182214948172395,2.4649859943977592,,2026-09-14 09:16:14.045,18290.0,74.0,6.228623,20260914_356680_E001,2026-09-14 09:16:14.045,18290.0,74.0,6.228623,2026-09-14 09:16:14.045,,,,,,,2026-09-14 09:16:20.273,18290.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:17:23.097,v2.1,382900,범한퓨얼셀,WIDE_HIGH_GAP_SHADOW,ENTER,HIGH_GAP_3P0_TO_4P5,42,33,0,5,4,26450.0,3.8181818181818183,MAIN,MAIN,2026-09-14 09:17:23.096,True,593.8217976093292,39,0.5703422053231939,15.186736822128296,0.5703422053231939,30.991543531417847,0.3795066413662239,61.419800996780396,0.0,123.17974710464478,-0.5639097744360901,185.78178882598877,0.7619047619047619,295.88499331474304,,,-0.3636363636363633,61.419800996780396,,,,,,,0.5703422053231939,0.3795066413662239,,,,,,20260914_382900_WIDE_E002,2026-09-14 09:17:23.096,26450.0,42.0,0.0,2026-09-14 09:17:15.465,,,,,,,2026-09-14 09:17:23.096,26450.0,,,,,,,,,,,,,,,,,,,,,2,2,True,OPEN,20260914_382900_WIDE_HIGH_GAP_SHADOW_E001_091620278687,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:17:53.609,v2.1,382900,범한퓨얼셀,WIDE_HIGH_GAP_SHADOW,ENTER,HIGH_GAP_3P0_TO_4P5,42,33,0,5,4,26300.0,4.363636363636364,MAIN,MAIN,2026-09-14 09:17:53.608,True,593.4792442321777,39,0.0,15.014451503753662,-0.5671077504725899,30.551690101623535,0.0,61.54323363304138,-0.3787878787878788,122.75263261795044,-0.7547169811320755,185.4474015235901,-0.5671077504725899,294.7342941761017,0.5454545454545459,30.551690101623535,,,,,,,,,-0.5671077504725899,0.0,,,,,,20260914_382900_WIDE_E003,2026-09-14 09:17:53.608,26300.0,42.0,0.0,2026-09-14 09:17:46.016,,,,,,,2026-09-14 09:17:53.608,26300.0,,,,,,,,,,,,,,,,,,,,,3,3,True,OPEN,20260914_382900_WIDE_HIGH_GAP_SHADOW_E002_091723098363,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:17:53.634,v2.1,203650,드림시큐리티,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,71,29,22,11,9,3065.0,0.8090614886731391,MAIN,MAIN,2026-09-14 09:17:53.604,True,593.4792442321777,39,0.0,15.014451503753662,1.658374792703151,30.551690101623535,1.658374792703151,61.54323363304138,1.658374792703151,122.75263261795044,3.372681281618887,185.4474015235901,2.8523489932885906,294.7342941761017,0.8090614886731391,30.551690101623535,0.8090614886731391,61.54323363304138,,,,,,,1.658374792703151,1.658374792703151,,2026-09-14 09:16:14.045,3015.0,63.0,99.559102,20260914_203650_E001,2026-09-14 09:16:14.045,3015.0,63.0,99.559102,2026-09-14 09:17:46.016,,,,,,,2026-09-14 09:17:53.604,3065.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:18:22.642,v2.1,203650,드림시큐리티,BASE,ENTER,75_SCORE,76,29,19,16,12,3055.0,1.610305958132045,MAIN,MAIN,2026-09-14 09:18:22.629,True,592.8644649982452,39,0.16393442622950818,15.666478633880615,-0.3262642740619902,30.838438987731934,1.3266998341625207,61.39012908935547,1.3266998341625207,122.80993008613586,1.3266998341625207,184.56987619400024,3.7351443123938877,293.95471143722534,0.8012444694589058,30.838438987731934,1.610305958132045,61.39012908935547,1.610305958132045,122.80993008613586,,,,,-0.3262642740619902,1.3266998341625207,False,2026-09-14 09:16:14.045,3015.0,63.0,128.584114,20260914_203650_E001,2026-09-14 09:16:14.045,3015.0,63.0,128.584114,2026-09-14 09:18:16.855,2026-09-14 09:18:22.629,3055.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-14 09:18:22.629,3055.0,0.0,0.0,,,,,,,,,,,,False,,,,,,,2,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:18:38.092,v2.1,488280,에스투더블유,WIDE_HIGH_GAP_SHADOW,ENTER,HIGH_GAP_3P0_TO_4P5,46,37,0,5,4,16880.0,3.211009174311927,MAIN,MAIN,2026-09-14 09:18:38.087,True,592.6249408721924,39,-0.3541912632821724,15.444408178329468,-0.3541912632821724,31.110886812210083,-0.8807985907222547,61.29729866981506,-0.8807985907222547,122.97913885116577,-0.6474396703943496,184.96641492843628,-1.4018691588785046,294.0240213871002,0.3440366972477067,31.110886812210083,0.8600917431192663,61.29729866981506,0.8600917431192663,122.97913885116577,,,,,-0.3541912632821724,-0.8807985907222547,,,,,,20260914_488280_WIDE_E001,2026-09-14 09:18:38.087,16880.0,46.0,0.0,2026-09-14 09:18:32.299,,,,,,,2026-09-14 09:18:38.087,16880.0,,,,,,,,,,,,,,,,,,,,,1,1,False,,,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:18:38.133,v2.1,203650,드림시큐리티,PRE_HISTORY,SKIP,PRICE_60S_NOT_POSITIVE,76,29,19,16,12,3055.0,1.610305958132045,MAIN,MAIN,2026-09-14 09:18:38.079,True,592.6249408721924,39,0.0,15.444408178329468,0.16393442622950818,31.110886812210083,-0.3262642740619902,61.29729866981506,1.3266998341625207,122.97913885116577,1.3266998341625207,184.96641492843628,3.9115646258503403,294.0240213871002,-0.16103059581320456,31.110886812210083,1.1232929711190578,61.29729866981506,1.610305958132045,122.97913885116577,,,,,0.16393442622950818,-0.3262642740619902,False,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,20260914_203650_E001,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,2026-09-14 09:18:16.855,2026-09-14 09:18:22.629,3055.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-14 09:18:38.079,3055.0,15.44984,0.0,FAIL,,,,PRICE_60S_NOT_POSITIVE,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:18:38.133,v2.1,203650,드림시큐리티,CALM_FIRST_75,SKIP,CALM_CONDITION_FAIL,76,29,19,16,12,3055.0,1.610305958132045,MAIN,MAIN,2026-09-14 09:18:38.079,True,592.6249408721924,39,0.0,15.444408178329468,0.16393442622950818,31.110886812210083,-0.3262642740619902,61.29729866981506,1.3266998341625207,122.97913885116577,1.3266998341625207,184.96641492843628,3.9115646258503403,294.0240213871002,-0.16103059581320456,31.110886812210083,1.1232929711190578,61.29729866981506,1.610305958132045,122.97913885116577,,,,,0.16393442622950818,-0.3262642740619902,False,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,20260914_203650_E001,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,2026-09-14 09:18:16.855,2026-09-14 09:18:22.629,3055.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-14 09:18:38.079,3055.0,15.44984,0.0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,CALM,CALM_FIRST_75,신규/ON,v20_initial_20260914,NEW_STOCK_20,stock_0p24_v20,2026-09-14 09:18:38.079,54.002,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:18:38.133,v2.1,203650,드림시큐리티,CALM_FIRST_75_PROTECT,SKIP,CALM_CONDITION_FAIL,76,29,19,16,12,3055.0,1.610305958132045,MAIN,MAIN,2026-09-14 09:18:38.079,True,592.6249408721924,39,0.0,15.444408178329468,0.16393442622950818,31.110886812210083,-0.3262642740619902,61.29729866981506,1.3266998341625207,122.97913885116577,1.3266998341625207,184.96641492843628,3.9115646258503403,294.0240213871002,-0.16103059581320456,31.110886812210083,1.1232929711190578,61.29729866981506,1.610305958132045,122.97913885116577,,,,,0.16393442622950818,-0.3262642740619902,False,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,20260914_203650_E001,2026-09-14 09:16:14.045,3015.0,63.0,144.033954,2026-09-14 09:18:16.855,2026-09-14 09:18:22.629,3055.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-14 09:18:38.079,3055.0,15.44984,0.0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,CALM,CALM_FIRST_75_PROTECT,신규/ON,v20_initial_20260914,NEW_STOCK_20,stock_0p24_v20,2026-09-14 09:18:38.079,54.002,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
