datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,current_price,high_gap,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason
2026-08-26 09:04:46.882,v1.6.4,010170,대한광통신,BASE,ENTER,75_SCORE,77,14550.0,0.41067761806981523,205.00144600868225,14,1.1821974965229485,15.497253656387329,0.8316008316008316,30.98313617706299,0.2066115702479339,62.59683060646057,1.111883252258513,125.56889319419861,1.3231197771587744,173.1910436153412,,,-0.8213552361396304,30.98313617706299,-0.2053388090349076,62.59683060646057,,,,,,,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,20260826_010170_E001,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,2026-08-26 09:04:42.158,2026-08-26 09:04:46.830,14550.0,77.0,PASS,PASS,OK,,,,,,,,,,,
2026-08-26 09:04:46.889,v1.6.4,010170,대한광통신,PRE_HISTORY,ENTER,OK,77,14550.0,0.41067761806981523,205.00144600868225,14,1.1821974965229485,15.497253656387329,0.8316008316008316,30.98313617706299,0.2066115702479339,62.59683060646057,1.111883252258513,125.56889319419861,1.3231197771587744,173.1910436153412,,,-0.8213552361396304,30.98313617706299,-0.2053388090349076,62.59683060646057,,,,,,,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,20260826_010170_E001,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,2026-08-26 09:04:42.158,2026-08-26 09:04:46.830,14550.0,77.0,PASS,PASS,OK,PASS,FIRST_75_PASS,,0.0,OK,,,,,,
2026-08-26 09:04:46.894,v1.6.4,010170,대한광통신,CONFIRM,PENDING,FIRST_75_SIGNAL,77,14550.0,0.41067761806981523,205.00144600868225,14,1.1821974965229485,15.497253656387329,0.8316008316008316,30.98313617706299,0.2066115702479339,62.59683060646057,1.111883252258513,125.56889319419861,1.3231197771587744,173.1910436153412,,,-0.8213552361396304,30.98313617706299,-0.2053388090349076,62.59683060646057,,,,,,,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,20260826_010170_E001,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,2026-08-26 09:04:42.158,2026-08-26 09:04:46.830,14550.0,77.0,PASS,PASS,OK,,,,,,2026-08-26 09:04:46.830,14550.0,,,PENDING,FIRST_75_SIGNAL
2026-08-26 09:05:01.729,v1.6.4,010170,대한광통신,CONFIRM,SKIP,SCORE_BELOW_75,71,14440.0,1.163586584531143,220.1342043876648,15,-0.7560137457044673,15.132758378982544,0.4172461752433936,30.630012035369873,-0.5509641873278237,61.871137380599976,-0.2073255010366275,124.87185835838318,0.8379888268156425,172.3911828994751,,,-0.41067761806981506,30.630012035369873,0.5475701574264202,61.871137380599976,,,,,,,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,20260826_010170_E001,2026-08-26 09:04:26.661,14380.0,71.0,20.169498,2026-08-26 09:04:42.158,2026-08-26 09:04:46.830,14550.0,77.0,PASS,PASS,OK,,,,,,2026-08-26 09:04:46.830,14550.0,14.897166,-0.7560137457044673,EVALUABLE,SCORED
2026-08-26 09:05:17.770,v1.6.4,010170,대한광통신,LIVE_FILTER_SHADOW,ENTER,PASS,77,14610.0,0.0,236.12785983085632,16,1.1772853185595569,15.993655443191528,0.4123711340206186,31.126413822174072,1.2474012474012475,62.10954999923706,1.4583333333333333,124.98078536987305,1.107266435986159,172.39138650894165,,,-0.41067761806981523,31.126413822174072,-1.2320328542094456,62.10954999923706,-0.4791238877481177,109.12394833564758,,,,,2026-08-26 09:04:26.661,14380.0,71.0,51.100089,20260826_010170_E001,2026-08-26 09:04:26.661,14380.0,71.0,51.100089,2026-08-26 09:04:42.158,2026-08-26 09:04:46.830,14550.0,77.0,PASS,PASS,OK,,,,,,,,,,,
2026-08-26 09:07:53.855,v1.6.4,002990,금호건설,BASE,ENTER,75_SCORE,84,17150.0,0.17462165308498254,452.4703164100647,21,2.205005959475566,15.61166787147522,1.6597510373443984,31.054078817367554,2.265951103160406,62.449142932891846,5.798889574336829,123.58301520347595,5.798889574336829,186.00871205329895,,,-0.002893139814425738,31.054078817367554,0.17462165308498254,62.449142932891846,,,,,,,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,20260826_002990_E001,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,2026-08-26 09:07:48.167,2026-08-26 09:07:53.841,17150.0,84.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,,,,,,,,,,,
2026-08-26 09:07:53.861,v1.6.4,002990,금호건설,PRE_HISTORY,SKIP,HIGH_GAP_60S_NOT_DECREASING,84,17150.0,0.17462165308498254,452.4703164100647,21,2.205005959475566,15.61166787147522,1.6597510373443984,31.054078817367554,2.265951103160406,62.449142932891846,5.798889574336829,123.58301520347595,5.798889574336829,186.00871205329895,,,-0.002893139814425738,31.054078817367554,0.17462165308498254,62.449142932891846,,,,,,,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,20260826_002990_E001,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,2026-08-26 09:07:48.167,2026-08-26 09:07:53.841,17150.0,84.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,FAIL,,,,HIGH_GAP_60S_NOT_DECREASING,,,,,,
2026-08-26 09:07:53.865,v1.6.4,002990,금호건설,LIVE_FILTER_SHADOW,ENTER,PASS,84,17150.0,0.17462165308498254,452.4703164100647,21,2.205005959475566,15.61166787147522,1.6597510373443984,31.054078817367554,2.265951103160406,62.449142932891846,5.798889574336829,123.58301520347595,5.798889574336829,186.00871205329895,,,-0.002893139814425738,31.054078817367554,0.17462165308498254,62.449142932891846,,,,,,,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,20260826_002990_E001,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,2026-08-26 09:07:48.167,2026-08-26 09:07:53.841,17150.0,84.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,,,,,,,,,,,
2026-08-26 09:07:53.870,v1.6.4,002990,금호건설,CONFIRM,PENDING,FIRST_75_SIGNAL,84,17150.0,0.17462165308498254,452.4703164100647,21,2.205005959475566,15.61166787147522,1.6597510373443984,31.054078817367554,2.265951103160406,62.449142932891846,5.798889574336829,123.58301520347595,5.798889574336829,186.00871205329895,,,-0.002893139814425738,31.054078817367554,0.17462165308498254,62.449142932891846,,,,,,,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,20260826_002990_E001,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,2026-08-26 09:07:48.167,2026-08-26 09:07:53.841,17150.0,84.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,,,,,,2026-08-26 09:07:53.841,17150.0,,,PENDING,FIRST_75_SIGNAL
2026-08-26 09:08:09.716,v1.6.4,002990,금호건설,CONFIRM,ENTER,PASS,84,17370.0,0.0,468.34760189056396,22,1.282798833819242,15.877285480499268,3.5160905840286056,31.488953351974487,3.392857142857143,62.80420684814453,6.695331695331695,124.20925307273865,7.68753874767514,186.75323915481567,10.145846544071022,279.88353204727173,-0.7100591715976331,31.488953351974487,-0.591715976331361,62.80420684814453,,,,,,,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,20260826_002990_E001,2026-08-26 09:07:48.167,17150.0,84.0,5.673712,2026-08-26 09:07:48.167,2026-08-26 09:07:53.841,17150.0,84.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,,,,,,2026-08-26 09:07:53.841,17150.0,15.87064,1.282798833819242,EVALUABLE,SCORED
