datetime,version,rule_version,episode_id,market,stock_code,stock_name,current_price,change_rate,current_rank,best_rank,in_top_n,rank_event,actual_trading_value,trading_value_source,trading_value_timestamp,trading_value_age_sec,observation_span_sec,sample_count,max_observation_gap_sec,data_status,opening_high,opening_low,reference_high,reference_high_source,reference_high_cutoff_time,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,breakout_seen_at,breakout_price,retest_seen_at,retest_price,pullback_low,reclaim_seen_at,reclaim_price,market_proxy_return_pct,market_proxy_timestamp,market_proxy_age_sec,relative_strength_pctp,late_start
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-424870-090000776074,KOSDAQ,424870,이뮨온시아,3515.0,17.78,1,1,True,ENTER_TOP,33226000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,16.442734375,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-032500-090000776074,KOSDAQ,032500,케이엠더블유,16070.0,13.94,2,2,True,ENTER_TOP,28252000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,12.602734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-190510-090000776074,KOSDAQ,190510,나무가,14970.0,12.89,3,3,True,ENTER_TOP,34641000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,11.552734375,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-126340-090000776074,KOSDAQ,126340,비나텍,72200.0,7.21,4,4,True,ENTER_TOP,7317000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,5.872734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-218410-090000776074,KOSDAQ,218410,RFHIC,49350.0,7.19,5,5,True,ENTER_TOP,28964000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,5.852734375,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-098070-090000776074,KOSDAQ,098070,한텍,25350.0,6.0,6,6,True,ENTER_TOP,5286000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,4.662734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-033640-090000776074,KOSDAQ,033640,네패스,24500.0,4.6,7,7,True,ENTER_TOP,4375000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,3.262734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-171090-090000776074,KOSDAQ,171090,선익시스템,66900.0,4.48,8,8,True,ENTER_TOP,390000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,3.142734375,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-382900-090000776074,KOSDAQ,382900,범한퓨얼셀,25100.0,4.18,9,9,True,ENTER_TOP,26263000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,2.842734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-468530-090000776074,KOSDAQ,468530,프로티나,28650.0,4.01,10,10,True,ENTER_TOP,965000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,1.3372656250000006,2026-09-16 09:00:00.776,18.997023,2.672734374999999,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-229640-090000776074,KOSPI,229640,LS에코에너지,49850.0,21.16,1,1,True,ENTER_TOP,50210000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,0.8028901734104045,2026-09-16 09:00:00.776,18.997023,20.357109826589596,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-000500-090000776074,KOSPI,000500,가온전선,256000.0,6.67,2,2,True,ENTER_TOP,58232000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,0.8028901734104045,2026-09-16 09:00:00.776,18.997023,5.867109826589595,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-100840-090000776074,KOSPI,100840,SNT에너지,36600.0,5.19,3,3,True,ENTER_TOP,13113000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,0.8028901734104045,2026-09-16 09:00:00.776,18.997023,4.387109826589596,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-000990-090000776074,KOSPI,000990,DB하이텍,116700.0,3.43,4,4,True,ENTER_TOP,20778000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,0.8028901734104045,2026-09-16 09:00:00.776,18.997023,2.627109826589596,False
2026-09-16 09:00:19.773,v2.1.2,v21_opening_leader_20260914_1,OL-20260916-128940-090000776074,KOSPI,128940,한미약품,496500.0,2.92,5,5,True,ENTER_TOP,13277000000.0,ACTUAL,2026-09-16 09:00:19.773,0.0,0.0,0,0.0,DATA_UNAVAILABLE,,,,NO_PRIOR_OBSERVATION,,,,,,,,,,,,,,,0.8028901734104045,2026-09-16 09:00:00.776,18.997023,2.1171098265895956,False
