datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,current_price,high_gap,scan_session,decision_session,decision_time,session_valid_at_decision,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,price_30s_positive,price_60s_positive,first75_price_30s_positive,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct
2026-08-27 09:00:05.233,v1.6.5,000660,SK하이닉스,BASE,ENTER,75_SCORE,80,1771000.0,0.28153153153153154,MAIN,MAIN,2026-08-27 09:00:05.173,True,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,20260827_000660_E001,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:00:05.173,1771000.0,0.0,0.0,,,,,,,,,,,,False,,,,,,
2026-08-27 09:00:05.241,v1.6.5,000660,SK하이닉스,PRE_HISTORY,SKIP,INSUFFICIENT_HISTORY,80,1771000.0,0.28153153153153154,MAIN,MAIN,2026-08-27 09:00:05.173,True,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,20260827_000660_E001,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:00:05.173,1771000.0,0.0,0.0,DATA_UNAVAILABLE,,,,INSUFFICIENT_HISTORY,,,,,,,False,,,,,,
2026-08-27 09:00:05.247,v1.6.5,000660,SK하이닉스,CONFIRM,PENDING,FIRST_75_SIGNAL,80,1771000.0,0.28153153153153154,MAIN,MAIN,2026-08-27 09:00:05.173,True,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,20260827_000660_E001,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:00:05.173,1771000.0,0.0,0.0,,,,,,2026-08-27 09:00:05.173,1771000.0,,,PENDING,FIRST_75_SIGNAL,False,,,,,,
2026-08-27 09:00:19.807,v1.6.5,000660,SK하이닉스,CONFIRM,SKIP,PRE_FILTER_EXIT,,1772000.0,,MAIN,MAIN,2026-08-27 09:00:19.807,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-27 09:00:00.413,1771000.0,80.0,4.760016,,,,,,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:00:19.807,1772000.0,14.63396,0.056465273856587395,,,,,,2026-08-27 09:00:05.173,1771000.0,14.63396,,FILTER_EXIT,PRE_FILTER_EXIT,False,,,,,,
2026-08-27 09:00:35.570,v1.6.5,010120,LS ELECTRIC,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,71,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:00:35.564,True,30.407416343688965,3,1.4285714285714286,15.167638540267944,0.9478672985781991,30.407416343688965,,,,,,,,,,,,,,,,,,,True,,,2026-08-27 09:00:30.821,213000.0,71.0,4.743153,20260827_010120_E001,2026-08-27 09:00:30.821,213000.0,71.0,4.743153,2026-08-27 09:00:30.821,,,,,,,2026-08-27 09:00:35.564,213000.0,,,,,,,,,,,,,,False,,,,,,
2026-08-27 09:01:06.752,v1.6.5,222800,심텍,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,71,120500.0,1.0673234811165846,MAIN,MAIN,2026-08-27 09:01:06.747,True,61.8986713886261,5,0.33305578684429643,15.725805282592773,0.8368200836820083,31.491255044937134,6.921029281277728,61.8986713886261,,,,,,,-0.8210180623973728,31.491255044937134,,,,,,,,,True,True,,2026-08-27 09:00:30.821,119500.0,65.0,35.92645,20260827_222800_E001,2026-08-27 09:00:30.821,119500.0,65.0,35.92645,2026-08-27 09:01:02.312,,,,,,,2026-08-27 09:01:06.747,120500.0,,,,,,,,,,,,,,False,,,,,,
2026-08-27 09:01:22.229,v1.6.5,356860,티엘비,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,72,42050.0,0.8254716981132075,MAIN,MAIN,2026-08-27 09:01:22.203,True,77.35792970657349,6,1.4475271411338964,15.459258317947388,1.3253012048192772,31.18506360054016,0.35799522673031026,62.118151903152466,,,,,,,-0.36500449236298294,31.18506360054016,0.5873764600179694,62.118151903152466,,,,,,,True,True,,2026-08-27 09:01:17.771,42050.0,72.0,4.431513,20260827_356860_E001,2026-08-27 09:01:17.771,42050.0,72.0,4.431513,2026-08-27 09:01:17.771,,,,,,,2026-08-27 09:01:22.203,42050.0,,,,,,,,,,,,,,False,,,,,,
2026-08-27 09:01:22.273,v1.6.5,222800,심텍,BASE,ENTER,75_SCORE,77,122300.0,0.163265306122449,MAIN,MAIN,2026-08-27 09:01:22.203,True,77.35792970657349,6,1.4937759336099585,15.459258317947388,1.8318068276436303,31.18506360054016,8.518189884649512,62.118151903152466,,,,,,,-1.2324653999530848,31.18506360054016,-1.7250762373915085,46.95051336288452,,,,,,,True,True,True,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,20260827_222800_E001,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,2026-08-27 09:01:17.771,2026-08-27 09:01:22.203,122300.0,77.0,PASS,PASS,OK,2026-08-27 09:01:22.203,122300.0,0.0,0.0,,,,,,,,,,,,True,20260827_222800_SHADOW_SCORE_70_74_090106757651,2026-08-27 09:01:06.747,120500.0,71.0,15.455576,1.4937759336099532
2026-08-27 09:01:22.291,v1.6.5,222800,심텍,PRE_HISTORY,ENTER,OK,77,122300.0,0.163265306122449,MAIN,MAIN,2026-08-27 09:01:22.203,True,77.35792970657349,6,1.4937759336099585,15.459258317947388,1.8318068276436303,31.18506360054016,8.518189884649512,62.118151903152466,,,,,,,-1.2324653999530848,31.18506360054016,-1.7250762373915085,46.95051336288452,,,,,,,True,True,True,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,20260827_222800_E001,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,2026-08-27 09:01:17.771,2026-08-27 09:01:22.203,122300.0,77.0,PASS,PASS,OK,2026-08-27 09:01:22.203,122300.0,0.0,0.0,PASS,FIRST_75_PASS,,0.0,OK,,,,,,,True,20260827_222800_SHADOW_SCORE_70_74_090106757651,2026-08-27 09:01:06.747,120500.0,71.0,15.455576,1.4937759336099532
2026-08-27 09:01:22.299,v1.6.5,222800,심텍,CONFIRM,PENDING,FIRST_75_SIGNAL,77,122300.0,0.163265306122449,MAIN,MAIN,2026-08-27 09:01:22.203,True,77.35792970657349,6,1.4937759336099585,15.459258317947388,1.8318068276436303,31.18506360054016,8.518189884649512,62.118151903152466,,,,,,,-1.2324653999530848,31.18506360054016,-1.7250762373915085,46.95051336288452,,,,,,,True,True,True,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,20260827_222800_E001,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,2026-08-27 09:01:17.771,2026-08-27 09:01:22.203,122300.0,77.0,PASS,PASS,OK,2026-08-27 09:01:22.203,122300.0,0.0,0.0,,,,,,2026-08-27 09:01:22.203,122300.0,,,PENDING,FIRST_75_SIGNAL,True,20260827_222800_SHADOW_SCORE_70_74_090106757651,2026-08-27 09:01:06.747,120500.0,71.0,15.455576,1.4937759336099532
2026-08-27 09:01:39.491,v1.6.5,222800,심텍,CONFIRM,SKIP,RISE_BELOW_CONFIRM,82,121200.0,1.1419249592169658,MAIN,MAIN,2026-08-27 09:01:39.486,True,93.13114881515503,7,-0.8994276369582993,15.773219108581543,0.5809128630705395,31.23247742652893,1.4225941422594142,62.723732471466064,,,,,,,0.0746014781003812,31.23247742652893,-0.7464165842969916,62.723732471466064,,,,,,,True,True,True,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,20260827_222800_E001,2026-08-27 09:00:30.821,119500.0,65.0,51.382026,2026-08-27 09:01:17.771,2026-08-27 09:01:22.203,122300.0,77.0,PASS,PASS,OK,2026-08-27 09:01:39.486,121200.0,17.283468,-0.8994276369582943,,,,,,2026-08-27 09:01:22.203,122300.0,17.283468,-0.8994276369582993,EVALUABLE,SCORED,True,20260827_222800_SHADOW_SCORE_70_74_090106757651,2026-08-27 09:01:06.747,120500.0,71.0,15.455576,1.4937759336099532
2026-08-27 09:01:39.511,v1.6.5,000660,SK하이닉스,PRE_HISTORY,SKIP,NO_60S_HIGH_GAP,91,1779000.0,0.33613445378151263,MAIN,MAIN,2026-08-27 09:01:39.483,True,93.13114881515503,7,0.5652911249293386,15.773219108581543,0.6221719457013575,31.23247742652893,0.5084745762711864,62.723732471466064,,,,,,,,,,,,,,,,,True,True,,2026-08-27 09:00:00.413,1771000.0,80.0,99.069659,20260827_000660_E002,2026-08-27 09:01:33.544,1779000.0,91.0,5.938511,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:01:39.483,1779000.0,94.309643,0.45172219085263254,DATA_UNAVAILABLE,,,,NO_60S_HIGH_GAP,,,,,,,False,,,,,,
2026-08-27 09:01:39.525,v1.6.5,010120,LS ELECTRIC,BASE,ENTER,75_SCORE,85,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:01:39.482,True,93.13114881515503,7,1.187648456057007,15.773219108581543,0.9478672985781991,31.23247742652893,0.0,62.723732471466064,,,,,,,,,0.0,62.723732471466064,,,,,,,True,False,True,2026-08-27 09:00:30.821,213000.0,71.0,68.660874,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,5.937142,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:01:39.482,213000.0,0.0,0.0,,,,,,,,,,,,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:01:39.539,v1.6.5,010120,LS ELECTRIC,PRE_HISTORY,SKIP,PRICE_60S_NOT_POSITIVE,85,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:01:39.482,True,93.13114881515503,7,1.187648456057007,15.773219108581543,0.9478672985781991,31.23247742652893,0.0,62.723732471466064,,,,,,,,,0.0,62.723732471466064,,,,,,,True,False,True,2026-08-27 09:00:30.821,213000.0,71.0,68.660874,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,5.937142,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:01:39.482,213000.0,0.0,0.0,FAIL,,,,PRICE_60S_NOT_POSITIVE,,,,,,,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:01:39.550,v1.6.5,010120,LS ELECTRIC,CONFIRM,PENDING,FIRST_75_SIGNAL,85,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:01:39.482,True,93.13114881515503,7,1.187648456057007,15.773219108581543,0.9478672985781991,31.23247742652893,0.0,62.723732471466064,,,,,,,,,0.0,62.723732471466064,,,,,,,True,False,True,2026-08-27 09:00:30.821,213000.0,71.0,68.660874,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,5.937142,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:01:39.482,213000.0,0.0,0.0,,,,,,2026-08-27 09:01:39.482,213000.0,,,PENDING,FIRST_75_SIGNAL,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:01:53.455,v1.6.5,010120,LS ELECTRIC,CONFIRM,SKIP,RISE_BELOW_CONFIRM,85,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:01:53.451,True,108.2481369972229,8,0.0,15.116988182067871,1.187648456057007,30.890207290649414,1.4285714285714286,62.075270891189575,,,,,,,0.0,15.116988182067871,0.0,77.84072065353394,,,,,,,True,True,True,2026-08-27 09:00:30.821,213000.0,71.0,68.660874,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,5.937142,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:01:53.451,213000.0,13.969759,0.0,,,,,,2026-08-27 09:01:39.482,213000.0,13.969759,0.0,EVALUABLE,SCORED,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:01:53.464,v1.6.5,010120,LS ELECTRIC,PRE_HISTORY,SKIP,HIGH_GAP_60S_NOT_DECREASING,85,213000.0,0.234192037470726,MAIN,MAIN,2026-08-27 09:01:53.451,True,108.2481369972229,8,0.0,15.116988182067871,1.187648456057007,30.890207290649414,1.4285714285714286,62.075270891189575,,,,,,,0.0,15.116988182067871,0.0,77.84072065353394,,,,,,,True,True,True,2026-08-27 09:00:30.821,213000.0,71.0,82.630633,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,19.906901,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:01:53.451,213000.0,13.969759,0.0,FAIL,,,,HIGH_GAP_60S_NOT_DECREASING,,,,,,,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:02:09.701,v1.6.5,010120,LS ELECTRIC,PRE_HISTORY,SKIP,NO_60S_HIGH_GAP,93,213500.0,0.23364485981308408,MAIN,MAIN,2026-08-27 09:02:09.690,True,124.06897401809692,9,0.2347417840375587,15.820837020874023,0.2347417840375587,30.937825202941895,1.1848341232227488,62.170302629470825,1.1848341232227488,124.06897401809692,,,,,-0.0005471776576419229,30.937825202941895,,,,,,,,,True,True,True,2026-08-27 09:00:30.821,213000.0,71.0,98.868952,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,36.14522,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:02:09.690,213500.0,30.208078,0.23474178403755097,DATA_UNAVAILABLE,,,,NO_60S_HIGH_GAP,,,,,,,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:02:26.345,v1.6.5,000660,SK하이닉스,PRE_HISTORY,ENTER,OK,96,1780000.0,0.2801120448179272,MAIN,MAIN,2026-08-27 09:02:26.332,True,139.30777406692505,10,0.5081874647092038,15.238800048828125,0.6218202374222724,31.05963706970215,0.6218202374222724,61.94984436035156,0.4514672686230248,124.06799626350403,,,,,-0.05602240896358546,46.17662525177002,-0.05602240896358546,46.17662525177002,-0.0014194867136043676,139.30777406692505,,,,,True,True,,2026-08-27 09:00:00.413,1771000.0,80.0,145.918406,20260827_000660_E003,2026-08-27 09:02:19.721,1780000.0,96.0,6.610632,2026-08-27 09:00:00.413,2026-08-27 09:00:05.173,1771000.0,80.0,FAIL,DATA_UNAVAILABLE,INSUFFICIENT_HISTORY,2026-08-27 09:02:26.332,1780000.0,141.15839,0.5081874647091977,PASS,LATER_PASS,AFTER_DATA_UNAVAILABLE,141.15839,OK,,,,,,,False,,,,,,
2026-08-27 09:02:26.356,v1.6.5,010120,LS ELECTRIC,PRE_HISTORY,ENTER,OK,93,214000.0,0.0,MAIN,MAIN,2026-08-27 09:02:26.330,True,139.30777406692505,10,0.234192037470726,15.238800048828125,0.4694835680751174,31.05963706970215,1.66270783847981,61.94984436035156,1.9047619047619049,124.06799626350403,,,,,-0.234192037470726,31.05963706970215,-0.234192037470726,46.17662525177002,-0.234192037470726,108.90035772323608,,,,,True,True,True,2026-08-27 09:00:30.821,213000.0,71.0,115.509487,20260827_010120_E002,2026-08-27 09:01:33.544,213000.0,85.0,52.785755,2026-08-27 09:01:33.544,2026-08-27 09:01:39.482,213000.0,85.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:02:26.330,214000.0,46.848613,0.46948356807512415,PASS,LATER_PASS,AFTER_CONDITION_FAIL,46.848613,OK,,,,,,,True,20260827_010120_SHADOW_SCORE_70_74_090035575468,2026-08-27 09:00:35.564,213000.0,71.0,63.917721,0.0
2026-08-27 09:03:27.184,v1.6.5,010170,대한광통신,BASE,ENTER,75_SCORE,81,14590.0,0.5453306066803,MAIN,MAIN,2026-08-27 09:03:27.159,True,187.223797082901,13,0.7596685082872928,15.954383373260498,0.7596685082872928,31.622339248657227,0.0,63.15580081939697,2.3859649122807016,125.10564517974854,3.8434163701067616,187.223797082901,,,-0.7498295841854125,31.622339248657227,0.0,63.15580081939697,,,,,,,True,False,True,2026-08-27 09:03:22.877,14590.0,81.0,4.281818,20260827_010170_E001,2026-08-27 09:03:22.877,14590.0,81.0,4.281818,2026-08-27 09:03:22.877,2026-08-27 09:03:27.159,14590.0,81.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:03:27.159,14590.0,0.0,0.0,,,,,,,,,,,,False,,,,,,
2026-08-27 09:03:27.200,v1.6.5,010170,대한광통신,PRE_HISTORY,SKIP,PRICE_60S_NOT_POSITIVE,81,14590.0,0.5453306066803,MAIN,MAIN,2026-08-27 09:03:27.159,True,187.223797082901,13,0.7596685082872928,15.954383373260498,0.7596685082872928,31.622339248657227,0.0,63.15580081939697,2.3859649122807016,125.10564517974854,3.8434163701067616,187.223797082901,,,-0.7498295841854125,31.622339248657227,0.0,63.15580081939697,,,,,,,True,False,True,2026-08-27 09:03:22.877,14590.0,81.0,4.281818,20260827_010170_E001,2026-08-27 09:03:22.877,14590.0,81.0,4.281818,2026-08-27 09:03:22.877,2026-08-27 09:03:27.159,14590.0,81.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-08-27 09:03:27.159,14590.0,0.0,0.0,FAIL,,,,PRICE_60S_NOT_POSITIVE,,,,,,,False,,,,,,
